"","X","Y"
"447",448458.493223432,4434159.03692835
"448",450979.281408802,4434554.50034548
"449",450335.454109739,4433577.95112415
"450",449261.165555698,4435202.94740876
"451",453223.986033769,4434710.64293002
"452",452381.389734773,4433857.91649027
"453",450241.242445666,4434581.57282137
"454",448401.97162631,4434506.56509505
"455",451654.922512599,4433959.51624682
"456",452161.169953316,4433817.28771227
"457",449110.901775768,4434284.23498812
"458",450838.12956057,4434739.51376863
"459",447173.640565971,4434568.19951415
"460",451182.301154812,4433382.14358846
"461",449446.971508475,4434732.16079143
"462",449460.563337108,4433581.3719442
"463",448895.744115501,4434166.82796784
"464",452504.596634217,4434278.43797916
"465",450373.204703565,4434079.680933
"466",448286.797850231,4434942.84230331
"467",453270.120976038,4435051.95488416
"468",452696.934066318,4433966.56691079
"469",450222.637714802,4434509.04403138
"470",448284.371025115,4434249.57437789
"471",451746.750782435,4433861.9434092
"472",451609.200015936,4433056.1309534
"473",449309.445568703,4434564.28239182
"474",449389.156541438,4433853.94604327
"475",447812.11438483,4434036.65701719
"476",451137.739701441,4433509.07889154
"477",450569.987945555,4434163.94514939
"478",449895.707370159,4434046.91492429
"479",448881.91581687,4433829.35693579
"480",452270.094302057,4434330.86223882
"481",450421.742373984,4433763.04032612
"482",448935.525798463,4434428.54808337
"483",452844.845409855,4434223.40459833
"484",451992.872405152,4433458.06302485
"485",450210.692390993,4434809.2296963
"486",447746.086586794,4434818.07580016
"487",451052.925331743,4434023.37991369
"488",452007.960469801,4433016.04896606
"489",449768.549385774,4434653.21786489
"490",449120.407006707,4434139.008009
"491",447575.875444451,4433998.38855783
"492",451782.615503019,4434544.95165704
"493",450836.879403715,4433986.99269652
"494",450615.833419666,4435316.42915977
"495",453018.805074122,4434208.13299222
"496",452718.453533594,4434885.71844491
"497",450555.726282277,4433631.69461818
"498",448691.070182445,4434315.46427799
"499",453559.568196801,4435388.42311207
"500",452172.093466986,4433637.56268668
"501",450616.084346619,4434647.78339289
"502",447702.469558666,4434424.24176393
"503",451755.367219123,4433266.43549879
"504",450789.501260975,4433123.57495213
"505",446840.717222809,4434290.35416566
"506",450480.405897721,4434613.55172815
"507",448071.177571227,4434213.51457934
"508",451804.146672933,4433735.10098338
"509",449777.058096093,4434504.72569589
"510",449743.913558087,4433584.74976615
"511",448142.564663418,4433954.24466279
"512",451889.557828491,4434630.10240246
"513",450634.799950251,4433747.51899905
"514",450062.207275208,4435173.47586301
"515",452883.838671036,4433872.55311887
"516",452544.570494707,4434688.0530635
"517",450946.507348888,4433265.26615266
"518",448972.874392501,4435003.56354375
"519",453314.246224051,4435332.36813614
"520",452033.456427696,4434083.76006136
"521",449626.988236456,4434784.18337817
"522",450643.978377813,4434328.49972568
"523",447585.446069497,4434270.98196943
"524",451488.675895355,4433706.6771807
"525",449405.580163224,4435156.60027946
"526",449770.389973819,4433438.84417143
"527",448239.667224885,4434194.0072848
"528",452612.148133778,4434553.20305212
"529",450452.065139093,4433616.83266389
"530",448556.682905933,4434834.07197768
"531",452970.457912053,4435119.2006635
"532",452554.172287006,4433748.59049445
"533",450406.928157959,4434534.85649391
"534",448432.415716888,4434261.26702248
"535",451785.560081936,4434068.32098207
"536",451924.127024322,4433942.94721186
"537",449461.57934224,4434385.5911775
"538",450610.073036249,4435097.60386699
"539",447290.17052872,4434639.08923287
"540",451292.064851455,4433710.99209575
"541",449313.527227018,4434789.42853712
"542",449171.431157313,4433427.60919542
"543",448959.836180318,4434109.51694739
"544",452526.630797973,4434621.87708478
"545",450413.686620139,4434055.58029474
"546",448274.958565702,4434688.84053004
"547",452864.784938669,4434488.34396844
"548",452633.709202194,4433999.82193412
"549",450297.94867859,4434703.67457048
"550",448264.891580643,4434415.58252728
"551",451331.160525125,4433766.99705282
"552",451843.770252973,4433064.22013513
"553",449201.206738266,4434470.89635948
"554",449073.023048494,4433822.42949627
"555",447906.902255664,4433915.93828095
"556",451442.548365392,4434292.54280014
"557",450802.556193936,4433802.81014304
"558",449612.233263974,4434088.35922831
"559",448793.173875604,4433806.49462042
"560",452074.98143358,4434233.12221326
"561",450824.100121815,4433719.98629902
"562",448829.729908892,4434393.94955779
"563",453116.873044149,4434301.87302752
"564",452115.806366133,4433388.9291115
"565",450419.520356719,4435155.67668667
"566",447988.504418518,4435058.14388761
"567",451050.215388494,4434108.19411777
"568",452047.180438213,4433194.68671941
"569",447057.96810293,4434575.73073706
"570",450751.344983222,4434592.2989093
"571",447940.418599598,4434415.23165581
"572",451721.869388393,4433622.04336687
"573",449587.487949152,4434333.83937087
"574",449754.71108307,4433466.54003923
"575",448569.231949301,4433749.17472333
"576",451296.244201696,4434264.07745032
"577",450109.010573177,4433589.14222144
"578",449911.210672393,4435203.32655469
"579",453394.797809379,4435081.24682243
"580",452665.141642203,4435033.34009851
"581",450781.762459693,4433470.42911992
"582",448762.376181291,4434879.04715332
"583",451539.8395526,4434187.75064275
"584",452325.190617024,4434170.72250692
"585",449547.321768384,4435124.32532024
"586",450597.006097461,4434701.83060081
"587",447451.423963676,4434268.94695831
"588",451358.501691894,4433358.76082632
"589",450097.743261617,4433417.7386497
"590",448525.146768267,4434880.97021056
"591",452896.743394912,4434857.71565933
"592",452563.041726643,4434021.30843769
"593",449479.244954389,4434419.88789824
"594",449435.963193442,4434188.135001
"595",447412.243427176,4434664.56756735
"596",451146.007762297,4433730.93065035
"597",449279.679016398,4434973.30045682
"598",449945.88530835,4433945.86145105
"599",448654.403253328,4434111.78060513
"600",452717.137108722,4434353.57078559
"601",450110.493626673,4433886.63437134
"602",448582.976770304,4434593.83900122
"603",452887.58246468,4434543.10111413
"604",452036.609252885,4433550.7075291
"605",450277.003332441,4434913.68769494
"606",447957.756901766,4434780.55600893
"607",451201.051428397,4433867.19912038
"608",451538.09196013,4432920.57462526
"609",449772.758833958,4434415.33052523
"610",449143.644759346,4433798.3991061
"611",448019.294248325,4434094.37453695
"612",451611.816707194,4434389.7633961
"613",450855.968761335,4433778.26530971
"614",449639.114225103,4433788.61439491
"615",453089.621888744,4433968.04681034
"616",451937.499049743,4434568.31834019
"617",450733.014425674,4433551.02194825
"618",448909.592628879,4434637.57889343
"619",453468.691403612,4435179.06579128
"620",452258.873082844,4433477.79016043
"621",450173.150258934,4434947.00479446
"622",447965.173308975,4434563.25701471
"623",451403.152909884,4434199.26318238
"624",452162.192306047,4433128.11156073
"625",447030.335479294,4434309.24581741
"626",450915.850242571,4434422.95506268
"627",447777.638666167,4434592.56645204
"628",451469.110595297,4433346.55177418
"629",449538.283367343,4434651.58007448
"630",449794.981835937,4433591.59679103
"631",448533.291547397,4434125.45541931
"632",451004.777574567,4434379.64600738
"633",450195.486202116,4433735.50876089
"634",449637.720629985,4435278.79477756
"635",453088.001073759,4434874.01495845
"636",452412.094850132,4433554.48861576
"637",450181.382089987,4434424.73619554
"638",448425.554833654,4434456.66555414
"639",451650.649818227,4434018.0954648
"640",452337.879773728,4434012.24981437
"641",449925.795550436,4434713.76398739
"642",450741.956668938,4434771.41146224
"643",447342.348671295,4434363.57463831
"644",451099.511663959,4433396.71534127
"645",449221.45891356,4434862.95889539
"646",449144.051073066,4433623.13078212
"647",448660.52127163,4433725.47505142
"648",452600.016923594,4434333.71957902
"649",450185.315640223,4434158.9627157
"650",448535.580216908,4434970.10248586
"651",453292.978047988,4435044.23854175
"652",452794.834273871,4433888.92335786
"653",450318.687442655,4434273.09808529
"654",448308.791857436,4434526.53967542
"655",451722.16940071,4433850.90148144
"656",451774.746599422,4432982.13096503
"657",449450.379323978,4434486.08347676
"658",449304.68882707,4434003.52459803
"659",447725.043547481,4434114.3088553
"660",450975.939844635,4433657.5826275
"661",450513.880460926,4434105.44882414
"662",449810.251953703,4434011.70939076
"663",449048.850870609,4433811.92021714
"664",452330.291509459,4434451.5690091
"665",450256.155670058,4433801.51204612
"666",448578.033362493,4434467.23454561
"667",452912.315459403,4434424.00237809
"668",451994.160510269,4433550.2548408
"669",450162.154340484,4434739.21349205
"670",447827.581036817,4434795.21486192
"671",451002.266399172,4433838.98126066
"672",451067.102588509,4433156.30771719
"673",449821.144479773,4434374.45453046
"674",449278.006273637,4434044.86957007
"675",447963.269739088,4434085.74677349
"676",451836.603511921,4434418.341403
"677",450852.484775203,4434050.14102673
"678",449580.792804288,4433888.5327701
"679",452854.029741177,4434194.72760647
"680",452656.87246201,4434892.26359054
"681",450699.895421168,4433297.90249695
"682",448793.813269301,4434418.60661105
"683",453619.693574361,4435500.48027463
"684",452145.37090879,4433681.9259943
"685",450128.57157878,4435038.44622891
"686",447698.03465235,4434217.54956073
"687",451842.189732614,4433267.42762404
"688",449734.927665064,4433156.07905782
"689",449963.502036786,4435159.50001131
"690",450496.425053935,4434344.22444859
"691",447345.39516204,4434764.14352441
"692",451601.935433485,4433668.02873502
"693",449558.742329653,4434491.83070337
"694",449900.14863445,4433397.16008045
"695",448531.384145275,4433995.92695534
"696",450961.367670663,4434486.66656323
"697",450374.162660444,4433543.12782574
"698",449393.079433795,4435231.38297096
"699",452995.941704264,4434945.53939013
"700",452422.30421842,4433844.24743242
"701",450417.989803291,4434628.29472061
"702",448523.931506677,4434556.6833483
"703",451435.429870569,4433949.19535908
"704",452320.129706391,4433951.04099611
"705",449161.550127396,4434386.34755293
"706",450802.517955385,4434754.02871797
"707",447342.052428891,4434602.40029536
"708",450953.355907843,4433270.7593394
"709",449376.176392519,4434894.93261675
"710",449494.318442942,4433659.60787993
"711",449012.960370509,4434160.65834638
"712",452413.803592139,4434378.05860028
"713",450242.629813949,4434001.71751722
"714",448162.854337379,4434973.01654993
"715",453215.461815339,4434988.86078909
"716",452614.214413135,4433915.86599973
"717",450065.162450816,4434589.8846822
"718",448132.224270262,4434378.80389366
"719",451811.604334178,4433852.83273284
"720",451584.391688042,4433226.509847
"721",449293.118765536,4434684.30318885
"722",449374.786067149,4433778.81138
"723",447747.960107861,4434037.88829195
"724",451629.57211827,4434559.49846242
"725",450549.757005417,4434175.69985708
"726",449883.089617532,4434147.12673919
"727",448862.833967198,4433949.65253947
"728",452289.171721039,4434360.01389954
"729",450303.384663706,4433833.01122711
"730",448999.118770296,4434237.20444006
"731",453253.98957447,4434679.5048315
"732",452036.440730296,4433301.69355588
"733",450222.389009052,4434800.16974927
"734",447765.421099431,4434779.28284675
"735",450955.217443763,4434148.07115594
"736",451942.60783173,4432990.16712977
"737",449964.972724192,4434678.23853427
"738",449074.174341103,4434070.57851291
"739",447517.693245092,4434195.88151682
"740",451771.663196863,4434605.74860422
"741",450516.46214102,4433738.45049721
"742",450593.201172662,4435258.61979568
"743",453065.839481839,4434146.84570231
"744",452741.146335951,4434820.34719313
"745",450524.206721215,4433620.35463882
"746",448808.638404429,4434360.43299527
"747",453495.171905735,4435505.07019677
"748",452020.240383367,4434070.82944233
"749",450476.059571597,4434602.17013899
"750",447631.208020628,4434356.08237
"751",451734.971205934,4433418.24747114
"752",450925.91229782,4433202.79261642
"753",446747.447375856,4434285.47834235
"754",450937.112635974,4434453.74641983
"755",447917.87942295,4434393.52974717
"756",451720.965237965,4433674.86425886
"757",449707.21525727,4434372.58142365
"758",449724.484936847,4433683.08483356
"759",448246.216400196,4433933.877247
"760",451680.805128432,4434656.16912839
"761",450624.622495195,4433811.42712929
"762",450455.955639044,4435303.02291982
"763",452874.333063093,4433927.74071422
"764",452832.67833377,4435081.47893918
"765",450758.926198754,4433313.72223419
"766",448672.604774989,4434902.96684767
"767",453247.74537111,4435376.42140807
"768",451901.111666175,4433983.08587159
"769",449562.753807096,4434791.44975049
"770",450606.85380377,4434424.0967511
"771",447565.253932906,4434335.78021657
"772",451192.431392072,4433285.99110708
"773",449318.157173158,4434970.86831829
"774",449984.13357524,4433427.07675542
"775",448183.188599008,4434021.62125394
"776",452629.791951808,4434570.83917643
